date,event name,501 3DA,max min,url
2019,Dart Players New England,65.2,92.2 42.5,https://leaderboard.dartconnect.com/leaderboard#t-t_65-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Pittsburgh,61.4,77.4 40.3,https://leaderboard.dartconnect.com/leaderboard#t-t_56-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Texas,59.8,92.8 33.4,https://leaderboard.dartconnect.com/leaderboard#t-t_73-singles_01_501_si_do-all-all-all-all-all
2019,Dart Players Australia,69.6,97.5 29.3,https://leaderboard.dartconnect.com/leaderboard#t-t_54-singles_01_501_si_do-all-all-all-all-all
2019,Tasmania Challenge Tour 2019,48.2,77.0 27.9,https://leaderboard.dartconnect.com/leaderboard#t-t_75-singles_01_501_si_do-all-all-all-all-all
2019,Team 8 Flight,"",https://leaderboard.dartconnect.com/leaderboard/#t-a_8flight2019-all_01-all-all-all-all-tournament
2019,WDF World Cup 2019,63.6,94.8 29.1,https://leaderboard.dartconnect.com/leaderboard#t-t_78-singles_01_501_si_do-all-all-all-all-all
2018,PDC Asian Tour,70.9,103.1 33.7,https://leaderboard.dartconnect.com/leaderboard#t-t_31-singles_01_501_di_do-all-all-all-all-all
2018,JDC Tour,63.0,91.7 34.1,https://leaderboard.dartconnect.com/leaderboard#t-t_38-singles_01_501_di_do-all-all-all-all-all
2018,PDC Challenge Tour,81.2,104.1 50.7,https://leaderboard.dartconnect.com/leaderboard#t-t_25-singles_01_501_si_do-all-all-all-all-all
2018,PDC Development Tour,74.0,161.4 43.9,https://leaderboard.dartconnect.com/leaderboard#t-t_26-singles_01_501_si_do-all-all-all-all-all
2018,PDC European Tour UK Qualifiers,89.3,108.4 75.7,https://leaderboard.dartconnect.com/leaderboard#t-t_27-singles_01_501_si_do-all-all-all-all-all
2018,PDC Nordic & Baltic Pro Tour,76.1,93.6 40.3,https://leaderboard.dartconnect.com/leaderboard#t-t_43-singles_01_501_di_do-all-all-all-all-all
2018,PDC Players Championship,90.9,110.8 73.2,https://leaderboard.dartconnect.com/leaderboard#t-t_21-singles_01_501_si_do-all-all-all-all-all
2018,Professional Darts League - Latvia,67.4,81.7 47.4,https://leaderboard.dartconnect.com/leaderboard#t-t_39-singles_01_501_si_do-all-all-all-all-all
2018,CDC Event Qualifiers Tour,58.6,82.4 33.1,https://leaderboard.dartconnect.com/leaderboard#t-t_32-singles_01_501_si_do-all-all-all-all-all
2018,CDC Evolution Tour,59.5,85.3 38.3,https://leaderboard.dartconnect.com/leaderboard#t-t_36-singles_01_501_si_do-all-all-all-all-all
2018,CDC Main Events Tour,73.2,94.3 47.0,https://leaderboard.dartconnect.com/leaderboard#t-t_33-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players North America,63.3,90.1 36.2,https://leaderboard.dartconnect.com/leaderboard/#t-a_dpna2018-all_01-all-all-all-all-tournament
2018,Dart Players North America - Grand Finals,66.8,84.7 50.4,https://leaderboard.dartconnect.com/leaderboard/#t-a_dpnagf18-all_01-all-all-all-all-tournament
2018,PDC North American Power Index,"",https://leaderboard.dartconnect.com/leaderboard/#t-a_napowerindex2018-singles_01_501_si_do-all-all-all-all-tournament
2018,PDC World Series of Darts,90.9,103.5 78.7,https://leaderboard.dartconnect.com/leaderboard#t-t_40-singles_01_501_si_do-all-all-all-all-all
2018,World Series Qualifiers 2018,70.6,97.4 39.0,https://leaderboard.dartconnect.com/leaderboard#t-t_37-singles_01_501_si_do-all-all-all-all-all
2018,Dart Player Northern California,61.9,75.1 46.4,https://leaderboard.dartconnect.com/leaderboard#t-t_29-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players Chicago,64.4,89.9 47.0,https://leaderboard.dartconnect.com/leaderboard#t-t_24-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players Colorado,59.0,76.7 44.1,https://leaderboard.dartconnect.com/leaderboard#t-t_23-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players Los Angeles,63.8,90.1 42.2,https://leaderboard.dartconnect.com/leaderboard#t-t_20-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players New England,63.8,84.1 36.2,https://leaderboard.dartconnect.com/leaderboard#t-t_22-singles_01_501_si_do-all-all-all-all-all
2018,Dart Players New York,63.9,84.7 41.2,https://leaderboard.dartconnect.com/leaderboard#t-t_18-singles_01_501_si_do-all-all-all-all-all
2017,2017 PDC Power Index,61.0,138.2 16.2,https://leaderboard.dartconnect.com/leaderboard/#t-a_pdc2017-all_01-all-all-all-all-tournament
2017,CDC Qualifying School,64.5,81.8 45.6,https://leaderboard.dartconnect.com/leaderboard#t-t_15-singles_01_501_si_do-all-all-all-all-all
